Cdid;Cdname;Caption;Mcaption;Cdgrp;Cdidx;Cdval;Ftag;Visible;App
14010305;VILLAGE;Trea;"{""en"":""Trea"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;5;14010305;;1;ncbsCbs
14010306;VILLAGE;Tuol Khpos;"{""en"":""Tuol Khpos"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;14010306;;1;ncbsCbs
13051202;VILLAGE;Ou Pour;"{""en"":""Ou Pour"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;13051202;;1;ncbsCbs
14010307;VILLAGE;Tnaot;"{""en"":""Tnaot"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;7;14010307;;1;ncbsCbs
14010308;VILLAGE;Kandal;"{""en"":""Kandal"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;8;14010308;;1;ncbsCbs
14010309;VILLAGE;Angkanh;"{""en"":""Angkanh"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;9;14010309;;1;ncbsCbs
14010310;VILLAGE;Trapeang Sala;"{""en"":""Trapeang Sala"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;10;14010310;;1;ncbsCbs
8090303;VILLAGE;Pou Touch;"{""en"":""Pou Touch"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;8090303;;1;ncbsCbs
8090304;VILLAGE;Sangvar;"{""en"":""Sangvar"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;8090304;;1;ncbsCbs
8090305;VILLAGE;Peam Chumnik;"{""en"":""Peam Chumnik"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;5;8090305;;1;ncbsCbs
8090306;VILLAGE;Peam Lveaek;"{""en"":""Peam Lveaek"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;8090306;;1;ncbsCbs
8090307;VILLAGE;Chrouy Ruessei;"{""en"":""Chrouy Ruessei"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;7;8090307;;1;ncbsCbs
8090308;VILLAGE;Khla Tram;"{""en"":""Khla Tram"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;8;8090308;;1;ncbsCbs
8090400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8090400;;1;ncbsCbs
8090401;VILLAGE;Dang Koum;"{""en"":""Dang Koum"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;8090401;;1;ncbsCbs
8090402;VILLAGE;Preaek Ta Meae;"{""en"":""Preaek Ta Meae"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;8090402;;1;ncbsCbs
8090403;VILLAGE;Kampong Os;"{""en"":""Kampong Os"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;8090403;;1;ncbsCbs
8090404;VILLAGE;Boeng Kdol;"{""en"":""Boeng Kdol"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;4;8090404;;1;ncbsCbs
8090405;VILLAGE;Preaek Ta Prum;"{""en"":""Preaek Ta Prum"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;5;8090405;;1;ncbsCbs
8090500;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8090500;;1;ncbsCbs
8090501;VILLAGE;Dang Koum;"{""en"":""Dang Koum"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;8090501;;1;ncbsCbs
8090502;VILLAGE;Preaek Chik;"{""en"":""Preaek Chik"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;2;8090502;;1;ncbsCbs
8090503;VILLAGE;Preaek Kdam Pir;"{""en"":""Preaek Kdam Pir"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;3;8090503;;1;ncbsCbs
8090504;VILLAGE;Preaek Kdam Muoy;"{""en"":""Preaek Kdam Muoy"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;4;8090504;;1;ncbsCbs
8090505;VILLAGE;Kaoh Chen;"{""en"":""Kaoh Chen"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;8090505;;1;ncbsCbs
8090506;VILLAGE;Sasei;"{""en"":""Sasei"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;6;8090506;;1;ncbsCbs
8090507;VILLAGE;Thnal Bat;"{""en"":""Thnal Bat"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;7;8090507;;1;ncbsCbs
8090508;VILLAGE;Chong Kaoh;"{""en"":""Chong Kaoh"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;8;8090508;;1;ncbsCbs
8090509;VILLAGE;Kampong Roteh;"{""en"":""Kampong Roteh"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;9;8090509;;1;ncbsCbs
8090510;VILLAGE;Chrouy Sambuor;"{""en"":""Chrouy Sambuor"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;10;8090510;;1;ncbsCbs
8090511;VILLAGE;Ta Pov;"{""en"":""Ta Pov"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;11;8090511;;1;ncbsCbs
8090600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;8090600;;1;ncbsCbs
8090601;VILLAGE;Pou Ral;"{""en"":""Pou Ral"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;1;8090601;;1;ncbsCbs
8090602;VILLAGE;Srah Pou;"{""en"":""Srah Pou"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;2;8090602;;1;ncbsCbs
8090603;VILLAGE;Trapeang Slaeng;"{""en"":""Trapeang Slaeng"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;3;8090603;;1;ncbsCbs
8090604;VILLAGE;Veal Thmei;"{""en"":""Veal Thmei"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;8090604;;1;ncbsCbs
8090605;VILLAGE;Daeum Pou;"{""en"":""Daeum Pou"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;5;8090605;;1;ncbsCbs
8090606;VILLAGE;Phnum Bat;"{""en"":""Phnum Bat"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;6;8090606;;1;ncbsCbs
8090607;VILLAGE;Thommeak Srah;"{""en"":""Thommeak Srah"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;7;8090607;;1;ncbsCbs
8090608;VILLAGE;Kbal Spean;"{""en"":""Kbal Spean"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;8;8090608;;1;ncbsCbs
8090609;VILLAGE;Ou Slat;"{""en"":""Ou Slat"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;9;8090609;;1;ncbsCbs
8090610;VILLAGE;Thma Sa;"{""en"":""Thma Sa"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;10;8090610;;1;ncbsCbs
9060303;VILLAGE;Ta Ni;"{""en"":""Ta Ni"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;3;9060303;;1;ncbsCbs
9060304;VILLAGE;Trapeang Kandaol;"{""en"":""Trapeang Kandaol"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;4;9060304;;1;ncbsCbs
9060400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9060400;;1;ncbsCbs
9060401;VILLAGE;Chheu Neang;"{""en"":""Chheu Neang"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;9060401;;1;ncbsCbs
9060402;VILLAGE;Chrouy Svay Khang Lech;"{""en"":""Chrouy Svay Khang Lech"",""vi"":"""",""lo"":"""",""km"":""????????????????"",""mn"":""""}";CTM;2;9060402;;1;ncbsCbs
9060403;VILLAGE;Chrouy Svay Khang Kaeut;"{""en"":""Chrouy Svay Khang Kaeut"",""vi"":"""",""lo"":"""",""km"":""????????????????"",""mn"":""""}";CTM;3;9060403;;1;ncbsCbs
9060404;VILLAGE;Kampong Sdam;"{""en"":""Kampong Sdam"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;4;9060404;;1;ncbsCbs
9060405;VILLAGE;Nesat;"{""en"":""Nesat"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;5;9060405;;1;ncbsCbs
9060406;VILLAGE;Phnum Sralau;"{""en"":""Phnum Sralau"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;6;9060406;;1;ncbsCbs
9060407;VILLAGE;Saray;"{""en"":""Saray"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;7;9060407;;1;ncbsCbs
9060500;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9060500;;1;ncbsCbs
9060501;VILLAGE;Ban Tiet;"{""en"":""Ban Tiet"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;1;9060501;;1;ncbsCbs
9060502;VILLAGE;Dang Peaeng;"{""en"":""Dang Peaeng"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;9060502;;1;ncbsCbs
9060503;VILLAGE;Prang;"{""en"":""Prang"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;3;9060503;;1;ncbsCbs
9060504;VILLAGE;Preah Angk Kaev;"{""en"":""Preah Angk Kaev"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;4;9060504;;1;ncbsCbs
9060505;VILLAGE;Ta Thaong;"{""en"":""Ta Thaong"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;5;9060505;;1;ncbsCbs
9060506;VILLAGE;Bak Angrot;"{""en"":""Bak Angrot"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;6;9060506;;1;ncbsCbs
9060507;VILLAGE;Por Boeung;"{""en"":""Por Boeung"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;7;9060507;;1;ncbsCbs
9060600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9060600;;1;ncbsCbs
9060601;VILLAGE;Chamkar Kraom;"{""en"":""Chamkar Kraom"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;9060601;;1;ncbsCbs
9060602;VILLAGE;Khlong;"{""en"":""Khlong"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;9060602;;1;ncbsCbs
9060603;VILLAGE;Srae Ambel;"{""en"":""Srae Ambel"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;3;9060603;;1;ncbsCbs
9060604;VILLAGE;Trapeang;"{""en"":""Trapeang"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;9060604;;1;ncbsCbs
9060605;VILLAGE;Triek;"{""en"":""Triek"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;5;9060605;;1;ncbsCbs
9060606;VILLAGE;Veal Cheung;"{""en"":""Veal Cheung"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;6;9060606;;1;ncbsCbs
9060607;VILLAGE;Veal Tboung;"{""en"":""Veal Tboung"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;7;9060607;;1;ncbsCbs
9070100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070100;;1;ncbsCbs
9070101;VILLAGE;Spean Kdar;"{""en"":""Spean Kdar"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;1;9070101;;1;ncbsCbs
9070102;VILLAGE;Kandaol;"{""en"":""Kandaol"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;9070102;;1;ncbsCbs
9070103;VILLAGE;Trapeang Khnar;"{""en"":""Trapeang Khnar"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;3;9070103;;1;ncbsCbs
9070200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;9070200;;1;ncbsCbs
9070201;VILLAGE;Chamnar;"{""en"":""Chamnar"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;1;9070201;;1;ncbsCbs
9070202;VILLAGE;Pralay;"{""en"":""Pralay"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;9070202;;1;ncbsCbs
9070203;VILLAGE;Samraong;"{""en"":""Samraong"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;3;9070203;;1;ncbsCbs
9070204;VILLAGE;Toap Khley;"{""en"":""Toap Khley"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;9070204;;1;ncbsCbs
11020102;VILLAGE;Nang Buo;"{""en"":""Nang Buo"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;11020102;;1;ncbsCbs
11020103;VILLAGE;Kaoh Moeal Leu;"{""en"":""Kaoh Moeal Leu"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;3;11020103;;1;ncbsCbs
11020104;VILLAGE;Kaoh Moeal Kraom;"{""en"":""Kaoh Moeal Kraom"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;4;11020104;;1;ncbsCbs
11020200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11020200;;1;ncbsCbs
11020201;VILLAGE;Tuol;"{""en"":""Tuol"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;1;11020201;;1;ncbsCbs
11020202;VILLAGE;A Buon;"{""en"":""A Buon"",""vi"":"""",""lo"":"""",""km"":""? ???"",""mn"":""""}";CTM;2;11020202;;1;ncbsCbs
11020203;VILLAGE;Antreh;"{""en"":""Antreh"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;3;11020203;;1;ncbsCbs
11020300;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11020300;;1;ncbsCbs
11020301;VILLAGE;Roya;"{""en"":""Roya"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;1;11020301;;1;ncbsCbs
11020303;VILLAGE;Memom;"{""en"":""Memom"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;3;11020303;;1;ncbsCbs
11020304;VILLAGE;Kdaoy;"{""en"":""Kdaoy"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;11020304;;1;ncbsCbs
11020305;VILLAGE;Rovak;"{""en"":""Rovak"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;5;11020305;;1;ncbsCbs
11020400;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11020400;;1;ncbsCbs
11020401;VILLAGE;Klang Lae;"{""en"":""Klang Lae"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;1;11020401;;1;ncbsCbs
11020402;VILLAGE;Anhchoar;"{""en"":""Anhchoar"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;2;11020402;;1;ncbsCbs
11020403;VILLAGE;Srae Thum;"{""en"":""Srae Thum"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;3;11020403;;1;ncbsCbs
11020404;VILLAGE;Chi Klab;"{""en"":""Chi Klab"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;4;11020404;;1;ncbsCbs
11020500;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11020500;;1;ncbsCbs
11020501;VILLAGE;Srae Huy;"{""en"":""Srae Huy"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;1;11020501;;1;ncbsCbs
11020502;VILLAGE;Chhul;"{""en"":""Chhul"",""vi"":"""",""lo"":"""",""km"":""???"",""mn"":""""}";CTM;2;11020502;;1;ncbsCbs
11020600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11020600;;1;ncbsCbs
11020601;VILLAGE;Mean Chey;"{""en"":""Mean Chey"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;1;11020601;;1;ncbsCbs
11020602;VILLAGE;Serei Mean Rith;"{""en"":""Serei Mean Rith"",""vi"":"""",""lo"":"""",""km"":""?????????????"",""mn"":""""}";CTM;2;11020602;;1;ncbsCbs
11020603;VILLAGE;Serei Mongkol;"{""en"":""Serei Mongkol"",""vi"":"""",""lo"":"""",""km"":""?????????"",""mn"":""""}";CTM;3;11020603;;1;ncbsCbs
11020604;VILLAGE;Chamraeun;"{""en"":""Chamraeun"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;4;11020604;;1;ncbsCbs
11020605;VILLAGE;Kbal Chrouy;"{""en"":""Kbal Chrouy"",""vi"":"""",""lo"":"""",""km"":""??????????"",""mn"":""""}";CTM;5;11020605;;1;ncbsCbs
11020606;VILLAGE;Kbal Kaoh;"{""en"":""Kbal Kaoh"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;6;11020606;;1;ncbsCbs
11020607;VILLAGE;Reangsei;"{""en"":""Reangsei"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;7;11020607;;1;ncbsCbs
11020608;VILLAGE;Serei Rodth;"{""en"":""Serei Rodth"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;8;11020608;;1;ncbsCbs
11020609;VILLAGE;Ou Yeh;"{""en"":""Ou Yeh"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;9;11020609;;1;ncbsCbs
11030100;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11030100;;1;ncbsCbs
11030101;VILLAGE;Pu Traeng;"{""en"":""Pu Traeng"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;1;11030101;;1;ncbsCbs
11030102;VILLAGE;Pu Leh;"{""en"":""Pu Leh"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;2;11030102;;1;ncbsCbs
11030103;VILLAGE;Pu Chhab;"{""en"":""Pu Chhab"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;3;11030103;;1;ncbsCbs
11030200;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;11030200;;1;ncbsCbs
11030201;VILLAGE;Pu Hoam;"{""en"":""Pu Hoam"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;1;11030201;;1;ncbsCbs
12040513;VILLAGE;Phum 13;"{""en"":""Phum 13"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;13;12040513;;1;ncbsCbs
12040600;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;12040600;;1;ncbsCbs
12040601;VILLAGE;Phum 1;"{""en"":""Phum 1"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;1;12040601;;1;ncbsCbs
12040602;VILLAGE;Phum 2;"{""en"":""Phum 2"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;2;12040602;;1;ncbsCbs
12040603;VILLAGE;Phum 3;"{""en"":""Phum 3"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;3;12040603;;1;ncbsCbs
12040604;VILLAGE;Phum 4;"{""en"":""Phum 4"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;4;12040604;;1;ncbsCbs
12040605;VILLAGE;Phum 5;"{""en"":""Phum 5"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;5;12040605;;1;ncbsCbs
12040606;VILLAGE;Phum 6;"{""en"":""Phum 6"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;6;12040606;;1;ncbsCbs
12040607;VILLAGE;Phum 7;"{""en"":""Phum 7"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;7;12040607;;1;ncbsCbs
12040608;VILLAGE;Phum 8;"{""en"":""Phum 8"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;8;12040608;;1;ncbsCbs
12040609;VILLAGE;Phum 9;"{""en"":""Phum 9"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;9;12040609;;1;ncbsCbs
12040610;VILLAGE;Phum 10;"{""en"":""Phum 10"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;10;12040610;;1;ncbsCbs
12040611;VILLAGE;Phum 11;"{""en"":""Phum 11"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;11;12040611;;1;ncbsCbs
12040612;VILLAGE;Phum 12;"{""en"":""Phum 12"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;12;12040612;;1;ncbsCbs
12040613;VILLAGE;Phum 13;"{""en"":""Phum 13"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;13;12040613;;1;ncbsCbs
12040700;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;12040700;;1;ncbsCbs
12040701;VILLAGE;Phum 1;"{""en"":""Phum 1"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;1;12040701;;1;ncbsCbs
12040702;VILLAGE;Phum 2;"{""en"":""Phum 2"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;2;12040702;;1;ncbsCbs
12040703;VILLAGE;Phum 3;"{""en"":""Phum 3"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;3;12040703;;1;ncbsCbs
12040704;VILLAGE;Phum 4;"{""en"":""Phum 4"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;4;12040704;;1;ncbsCbs
12040705;VILLAGE;Phum 5;"{""en"":""Phum 5"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;5;12040705;;1;ncbsCbs
12040706;VILLAGE;Phum 6;"{""en"":""Phum 6"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;6;12040706;;1;ncbsCbs
12040707;VILLAGE;Phum 7;"{""en"":""Phum 7"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;7;12040707;;1;ncbsCbs
12040708;VILLAGE;Phum 8;"{""en"":""Phum 8"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;8;12040708;;1;ncbsCbs
12040709;VILLAGE;Phum 9;"{""en"":""Phum 9"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;9;12040709;;1;ncbsCbs
12040710;VILLAGE;Phum 10;"{""en"":""Phum 10"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;10;12040710;;1;ncbsCbs
12040711;VILLAGE;Phum 11;"{""en"":""Phum 11"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;11;12040711;;1;ncbsCbs
12040712;VILLAGE;Phum 12;"{""en"":""Phum 12"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;12;12040712;;1;ncbsCbs
12040713;VILLAGE;Phum 13;"{""en"":""Phum 13"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;13;12040713;;1;ncbsCbs
12040714;VILLAGE;Phum 14;"{""en"":""Phum 14"",""vi"":"""",""lo"":"""",""km"":""???? ??"",""mn"":""""}";CTM;14;12040714;;1;ncbsCbs
12040800;VILLAGE;Other;"{""en"":""Other"",""vi"":"""",""lo"":"""",""km"":""??????"",""mn"":""""}";CTM;0;12040800;;1;ncbsCbs
12040801;VILLAGE;Phum 1;"{""en"":""Phum 1"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;1;12040801;;1;ncbsCbs
12040802;VILLAGE;Phum 2;"{""en"":""Phum 2"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;2;12040802;;1;ncbsCbs
12040803;VILLAGE;Phum 3;"{""en"":""Phum 3"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;3;12040803;;1;ncbsCbs
12040804;VILLAGE;Phum 4;"{""en"":""Phum 4"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;4;12040804;;1;ncbsCbs
12040805;VILLAGE;Phum 5;"{""en"":""Phum 5"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;5;12040805;;1;ncbsCbs
12040806;VILLAGE;Phum 6;"{""en"":""Phum 6"",""vi"":"""",""lo"":"""",""km"":""???? ?"",""mn"":""""}";CTM;6;12040806;;1;ncbsCbs
8090611;VILLAGE;Thmei;"{""en"":""Thmei"",""vi"":"""",""lo"":"""",""km"":""????"",""mn"":""""}";CTM;11;8090611;;1;ncbsCbs
8090612;VILLAGE;Kamchat Preay;"{""en"":""Kamchat Preay"",""vi"":"""",""lo"":"""",""km"":""???????????"",""mn"":""""}";CTM;12;8090612;;1;ncbsCbs
8090613;VILLAGE;Kampong Krasang;"{""en"":""Kampong Krasang"",""vi"":"""",""lo"":"""",""km"":""????????????"",""mn"":""""}";CTM;13;8090613;;1;ncbsCbs
8090614;VILLAGE;Angk Serei;"{""en"":""Angk Serei"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;14;8090614;;1;ncbsCbs
8090615;VILLAGE;Sdok;"{""en"":""Sdok"",""vi"":"""",""lo"":"""",""km"":""?????"",""mn"":""""}";CTM;15;8090615;;1;ncbsCbs
8090616;VILLAGE;Chhkae Lung;"{""en"":""Chhkae Lung"",""vi"":"""",""lo"":"""",""km"":""???????"",""mn"":""""}";CTM;16;8090616;;1;ncbsCbs
8090617;VILLAGE;Kraol Khiev;"{""en"":""Kraol Khiev"",""vi"":"""",""lo"":"""",""km"":""????????"",""mn"":""""}";CTM;17;8090617;;1;ncbsCbs
